parquet_column,parquet_type,app_equivalent,human_alias,app_type,code_map
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Apenas banheiro de uso comum a mais de um domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Apenas banheiro de uso comum a mais de um domicílio",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 1 banheiro de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 2 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 3 banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, 4 ou mais banheiros de uso exclusivo com chuveiro e vaso sanitário existentes no domicílio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas banheiro de uso comum a mais de um domicílio, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é branca",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é preta",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é amarela",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é parda",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Cor ou raça da pessoa responsável pelo domicílio é indígena",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rede geral ou pluvial, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro ligada à rede, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa séptica ou fossa filtro não ligada à rede, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é fossa rudimentar ou buraco, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é vala, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é rio, lago, córrego ou mar, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto do banheiro ou sanitário ou buraco para dejeções é outra forma, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é masculino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Destinação do esgoto inexistente, pois não tinham banheiro nem sanitário, Sexo da pessoa responsável pelo domicílio é feminino",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade",BIGINT,,,,
"Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública",BIGINT,,,,
